County Name,State,Metropolitan Designation,Original Property Value,Original Loan Amount,Original LTV,Current Property Value,Current Loan Amount,Current LTV,Future Property Value,Future Loan Amount,Future LTV
SCOTT,KENTUCKY,"LEXINGTON-FAYETTE, KY",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
SHELBY,KENTUCKY,"LOUISVILLE/JEFFERSON , KY-IN",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
SIMPSON,KENTUCKY,NON-METRO,3,2,66.67 ,3,2,66.67 ,3,2,66.67 
SPENCER,KENTUCKY,"LOUISVILLE/JEFFERSON , KY-IN",50.23,40,79.63 ,60.23,40,66.41 ,55.23,40,72.42 
TAYLOR,KENTUCKY,"CAMPBELLSVILLE, KY",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
TODD,KENTUCKY,NON-METRO,3,2,66.67 ,3,2,66.67 ,3,2,66.67 
TRIGG,KENTUCKY,"CLARKSVILLE, TN-KY",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
TRIMBLE,KENTUCKY,"LOUISVILLE/JEFFERSON , KY-IN",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
UNION,KENTUCKY,NON-METRO,3,2,66.67 ,3,2,66.67 ,3,2,66.67 
WARREN,KENTUCKY,"BOWLING GREEN, KY",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
WASHINGTON,KENTUCKY,NON-METRO,3,2,66.67 ,3,2,66.67 ,3,2,66.67 
WAYNE,KENTUCKY,NON-METRO,3,2,66.67 ,3,2,66.67 ,3,2,66.67 
WEBSTER,KENTUCKY,NON-METRO,3,2,66.67 ,3,2,66.67 ,3,2,66.67 
WHITLEY,KENTUCKY,"LONDON, KY",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
WOLFE,KENTUCKY,NON-METRO,3,2,66.67 ,3,2,66.67 ,3,2,66.67 
WOODFORD,KENTUCKY,"LEXINGTON-FAYETTE, KY",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
ACADIA,LOUISIANA,"LAFAYETTE, LA",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
ALLEN,LOUISIANA,NON-METRO,3,2,66.67 ,3,2,66.67 ,3,2,66.67 
ASCENSION,LOUISIANA,"BATON ROUGE, LA",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
ASSUMPTION,LOUISIANA,NON-METRO,3,2,66.67 ,3,2,66.67 ,3,2,66.67 
AVOYELLES,LOUISIANA,NON-METRO,3,2,66.67 ,3,2,66.67 ,3,2,66.67 
BEAUREGARD,LOUISIANA,"DERIDDER, LA",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
BIENVILLE,LOUISIANA,NON-METRO,3,2,66.67 ,3,2,66.67 ,3,2,66.67 
BOSSIER,LOUISIANA,"SHREVEPORT-BOSSIER CITY, LA",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
CADDO,LOUISIANA,"SHREVEPORT-BOSSIER CITY, LA",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
CALCASIEU,LOUISIANA,"LAKE CHARLES, LA",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
CALDWELL,LOUISIANA,NON-METRO,3,2,66.67 ,3,2,66.67 ,3,2,66.67 
CAMERON,LOUISIANA,"LAKE CHARLES, LA",20.3,15,73.89 ,20.3,15,73.89 ,20.3,15,73.89 
CATAHOULA,LOUISIANA,NON-METRO,3,2,66.67 ,3,2,66.67 ,3,2,66.67 
CLAIBORNE,LOUISIANA,NON-METRO,3,2,66.67 ,3,2,66.67 ,3,2,66.67 
CONCORDIA,LOUISIANA,"NATCHEZ, MS-LA",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
DE SOTO,LOUISIANA,"SHREVEPORT-BOSSIER CITY, LA",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
EAST BATON ROUG,LOUISIANA,"BATON ROUGE, LA",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
EAST CARROLL,LOUISIANA,NON-METRO,3,2,66.67 ,3,2,66.67 ,3,2,66.67 
EAST FELICIANA,LOUISIANA,"BATON ROUGE, LA",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
EVANGELINE,LOUISIANA,NON-METRO,3,2,66.67 ,3,2,66.67 ,3,2,66.67 
FRANKLIN,LOUISIANA,NON-METRO,3,2,66.67 ,3,2,66.67 ,3,2,66.67 
GRANT,LOUISIANA,"ALEXANDRIA, LA",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
IBERIA,LOUISIANA,"LAFAYETTE, LA",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
IBERVILLE,LOUISIANA,"BATON ROUGE, LA",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
JACKSON,LOUISIANA,NON-METRO,3,2,66.67 ,3,2,66.67 ,3,2,66.67 
JEFFERSON,LOUISIANA,"NEW ORLEANS-METAIRIE, LA",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
JEFFERSON DAVIS,LOUISIANA,NON-METRO,3,2,66.67 ,3,2,66.67 ,3,2,66.67 
LAFAYETTE,LOUISIANA,"LAFAYETTE, LA",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
LAFOURCHE,LOUISIANA,"HOUMA-THIBODAUX, LA",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
LASALLE,LOUISIANA,NON-METRO,3,2,66.67 ,3,2,66.67 ,3,2,66.67 
LINCOLN,LOUISIANA,"RUSTON, LA",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
LIVINGSTON,LOUISIANA,"BATON ROUGE, LA",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
MADISON,LOUISIANA,NON-METRO,3,2,66.67 ,3,2,66.67 ,3,2,66.67 
MOREHOUSE,LOUISIANA,"BASTROP, LA",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
NATCHITOCHES,LOUISIANA,"NATCHITOCHES, LA",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
ORLEANS,LOUISIANA,"NEW ORLEANS-METAIRIE, LA",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
OUACHITA,LOUISIANA,"MONROE, LA",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
PLAQUEMINES,LOUISIANA,"NEW ORLEANS-METAIRIE, LA",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
POINTE COUPEE,LOUISIANA,"BATON ROUGE, LA",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
RAPIDES,LOUISIANA,"ALEXANDRIA, LA",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
RED RIVER,LOUISIANA,NON-METRO,3,2,66.67 ,3,2,66.67 ,3,2,66.67 
RICHLAND,LOUISIANA,NON-METRO,3,2,66.67 ,3,2,66.67 ,3,2,66.67 
SABINE,LOUISIANA,NON-METRO,3,2,66.67 ,3,2,66.67 ,3,2,66.67 
ST. BERNARD,LOUISIANA,"NEW ORLEANS-METAIRIE, LA",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
ST. CHARLES,LOUISIANA,"NEW ORLEANS-METAIRIE, LA",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
ST. HELENA,LOUISIANA,"BATON ROUGE, LA",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
ST. JAMES,LOUISIANA,"NEW ORLEANS-METAIRIE, LA",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
ST. JOHN THE BA,LOUISIANA,"NEW ORLEANS-METAIRIE, LA",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
ST. LANDRY,LOUISIANA,"OPELOUSAS, LA",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
ST. MARTIN,LOUISIANA,"LAFAYETTE, LA",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
ST. MARY,LOUISIANA,"MORGAN CITY, LA",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
ST. TAMMANY,LOUISIANA,"NEW ORLEANS-METAIRIE, LA",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
TANGIPAHOA,LOUISIANA,"HAMMOND, LA",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
TENSAS,LOUISIANA,NON-METRO,3,2,66.67 ,3,2,66.67 ,3,2,66.67 
TERREBONNE,LOUISIANA,"HOUMA-THIBODAUX, LA",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
UNION,LOUISIANA,"MONROE, LA",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
VERMILION,LOUISIANA,"LAFAYETTE, LA",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
VERNON,LOUISIANA,"FORT POLK SOUTH, LA",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
WASHINGTON,LOUISIANA,"BOGALUSA, LA",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
WEBSTER,LOUISIANA,"SHREVEPORT-BOSSIER CITY, LA",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
WEST BATON ROUG,LOUISIANA,"BATON ROUGE, LA",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
WEST CARROLL,LOUISIANA,NON-METRO,3,2,66.67 ,3,2,66.67 ,3,2,66.67 
WEST FELICIANA,LOUISIANA,"BATON ROUGE, LA",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
WINN,LOUISIANA,NON-METRO,3,2,66.67 ,3,2,66.67 ,3,2,66.67 
ANDROSCOGGIN,MAINE,"LEWISTON-AUBURN, ME",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
AROOSTOOK,MAINE,NON-METRO,3,2,66.67 ,3,2,66.67 ,3,2,66.67 
CUMBERLAND,MAINE,"PORTLAND-SOUTH PORTLAND, ME",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
FRANKLIN,MAINE,NON-METRO,3,2,66.67 ,3,2,66.67 ,3,2,66.67 
HANCOCK,MAINE,NON-METRO,3,2,66.67 ,3,2,66.67 ,3,2,66.67 
KENNEBEC,MAINE,"AUGUSTA-WATERVILLE, ME",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
KNOX,MAINE,NON-METRO,3,2,66.67 ,3,2,66.67 ,3,2,66.67 
LINCOLN,MAINE,NON-METRO,3,2,66.67 ,3,2,66.67 ,3,2,66.67 
OXFORD,MAINE,NON-METRO,3,2,66.67 ,3,2,66.67 ,3,2,66.67 
PENOBSCOT,MAINE,"BANGOR, ME",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
PISCATAQUIS,MAINE,NON-METRO,3,2,66.67 ,3,2,66.67 ,3,2,66.67 
SAGADAHOC,MAINE,"PORTLAND-SOUTH PORTLAND, ME",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
SOMERSET,MAINE,NON-METRO,3,2,66.67 ,3,2,66.67 ,3,2,66.67 
WALDO,MAINE,NON-METRO,3,2,66.67 ,3,2,66.67 ,3,2,66.67 
WASHINGTON,MAINE,NON-METRO,3,2,66.67 ,3,2,66.67 ,3,2,66.67 
YORK,MAINE,"PORTLAND-SOUTH PORTLAND, ME",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
ALLEGANY,MARYLAND,"CUMBERLAND, MD-WV",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
ANNE ARUNDEL,MARYLAND,"BALTIMORE-COLUMBIA-TOWSON, MD",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
BALTIMORE,MARYLAND,"BALTIMORE-COLUMBIA-TOWSON, MD",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
CALVERT,MARYLAND,"WASHINGTON-ARLINGTON-ALEXANDRIA, DC-VA-",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
CAROLINE,MARYLAND,NON-METRO,3,2,66.67 ,3,2,66.67 ,3,2,66.67 
CARROLL,MARYLAND,"BALTIMORE-COLUMBIA-TOWSON, MD",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
CECIL,MARYLAND,"PHILADELPHIA-CAMDEN-WILMINGTON, PA-NJ-D",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
CHARLES,MARYLAND,"WASHINGTON-ARLINGTON-ALEXANDRIA, DC-VA-",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
DORCHESTER,MARYLAND,"CAMBRIDGE, MD",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
FREDERICK,MARYLAND,"WASHINGTON-ARLINGTON-ALEXANDRIA, DC-VA-",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
GARRETT,MARYLAND,NON-METRO,3,2,66.67 ,3,2,66.67 ,3,2,66.67 
HARFORD,MARYLAND,"BALTIMORE-COLUMBIA-TOWSON, MD",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
HOWARD,MARYLAND,"BALTIMORE-COLUMBIA-TOWSON, MD",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
KENT,MARYLAND,NON-METRO,3,2,66.67 ,3,2,66.67 ,3,2,66.67 
MONTGOMERY,MARYLAND,"WASHINGTON-ARLINGTON-ALEXANDRIA, DC-VA-",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
PRINCE GEORGE'S,MARYLAND,"WASHINGTON-ARLINGTON-ALEXANDRIA, DC-VA-",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
QUEEN ANNE'S,MARYLAND,"BALTIMORE-COLUMBIA-TOWSON, MD",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
ST. MARY'S,MARYLAND,"CALIFORNIA-LEXINGTON PARK, MD",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
SOMERSET,MARYLAND,"SALISBURY, MD-DE",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
TALBOT,MARYLAND,"EASTON, MD",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
WASHINGTON,MARYLAND,"HAGERSTOWN-MARTINSBURG, MD-WV",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
WICOMICO,MARYLAND,"SALISBURY, MD-DE",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
WORCESTER,MARYLAND,"SALISBURY, MD-DE",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
BALTIMORE CITY,MARYLAND,"BALTIMORE-COLUMBIA-TOWSON, MD",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
BARNSTABLE,MASSACHUSETTS,"BARNSTABLE TOWN, MA",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
BERKSHIRE,MASSACHUSETTS,"PITTSFIELD, MA",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
BRISTOL,MASSACHUSETTS,"PROVIDENCE-WARWICK, RI-MA",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
DUKES,MASSACHUSETTS,"VINEYARD HAVEN, MA",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
ESSEX,MASSACHUSETTS,"BOSTON-CAMBRIDGE-NEWTON, MA-NH",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
FRANKLIN,MASSACHUSETTS,"GREENFIELD TOWN, MA",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
HAMPDEN,MASSACHUSETTS,"SPRINGFIELD, MA",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
HAMPSHIRE,MASSACHUSETTS,"SPRINGFIELD, MA",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
MIDDLESEX,MASSACHUSETTS,"BOSTON-CAMBRIDGE-NEWTON, MA-NH",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
NANTUCKET,MASSACHUSETTS,NON-METRO,3,2,66.67 ,3,2,66.67 ,3,2,66.67 
NORFOLK,MASSACHUSETTS,"BOSTON-CAMBRIDGE-NEWTON, MA-NH",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
PLYMOUTH,MASSACHUSETTS,"BOSTON-CAMBRIDGE-NEWTON, MA-NH",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
SUFFOLK,MASSACHUSETTS,"BOSTON-CAMBRIDGE-NEWTON, MA-NH",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
WORCESTER,MASSACHUSETTS,"WORCESTER, MA-CT",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
ALCONA,MICHIGAN,NON-METRO,3,2,66.67 ,3,2,66.67 ,3,2,66.67 
ALGER,MICHIGAN,NON-METRO,3,2,66.67 ,3,2,66.67 ,3,2,66.67 
ALLEGAN,MICHIGAN,"HOLLAND, MI",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
ALPENA,MICHIGAN,"ALPENA, MI",50.23,40,79.63 ,60.23,40,66.41 ,55.23,40,72.42 
ANTRIM,MICHIGAN,NON-METRO,3,2,66.67 ,3,2,66.67 ,3,2,66.67 
ARENAC,MICHIGAN,NON-METRO,3,2,66.67 ,3,2,66.67 ,3,2,66.67 
BARAGA,MICHIGAN,NON-METRO,3,2,66.67 ,3,2,66.67 ,3,2,66.67 
BARRY,MICHIGAN,"GRAND RAPIDS-WYOMING, MI",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
BAY,MICHIGAN,"BAY CITY, MI",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
BENZIE,MICHIGAN,"TRAVERSE CITY, MI",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
BERRIEN,MICHIGAN,"NILES-BENTON HARBOR, MI",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
BRANCH,MICHIGAN,"COLDWATER, MI",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
CALHOUN,MICHIGAN,"BATTLE CREEK, MI",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
CASS,MICHIGAN,"SOUTH BEND-MISHAWAKA, IN-MI",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
CHARLEVOIX,MICHIGAN,NON-METRO,3,2,66.67 ,3,2,66.67 ,3,2,66.67 
CHEBOYGAN,MICHIGAN,NON-METRO,3,2,66.67 ,3,2,66.67 ,3,2,66.67 
CHIPPEWA,MICHIGAN,"SAULT STE. MARIE, MI",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
CLARE,MICHIGAN,NON-METRO,3,2,66.67 ,3,2,66.67 ,3,2,66.67 
CLINTON,MICHIGAN,"LANSING-EAST LANSING, MI",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
CRAWFORD,MICHIGAN,NON-METRO,3,2,66.67 ,3,2,66.67 ,3,2,66.67 
DELTA,MICHIGAN,"ESCANABA, MI",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
DICKINSON,MICHIGAN,"IRON MOUNTAIN, MI-WI",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
EATON,MICHIGAN,"LANSING-EAST LANSING, MI",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
EMMET,MICHIGAN,NON-METRO,3,2,66.67 ,3,2,66.67 ,3,2,66.67 
GENESEE,MICHIGAN,"FLINT, MI",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
GLADWIN,MICHIGAN,NON-METRO,3,2,66.67 ,3,2,66.67 ,3,2,66.67 
GOGEBIC,MICHIGAN,NON-METRO,3,2,66.67 ,3,2,66.67 ,3,2,66.67 
GRAND TRAVERSE,MICHIGAN,"TRAVERSE CITY, MI",20.3,15,73.89 ,20.3,15,73.89 ,20.3,15,73.89 
GRATIOT,MICHIGAN,"ALMA, MI",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
HILLSDALE,MICHIGAN,"HILLSDALE, MI",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
HOUGHTON,MICHIGAN,"HOUGHTON, MI",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
HURON,MICHIGAN,NON-METRO,3,2,66.67 ,3,2,66.67 ,3,2,66.67 
INGHAM,MICHIGAN,"LANSING-EAST LANSING, MI",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
IONIA,MICHIGAN,"IONIA, MI",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
IOSCO,MICHIGAN,NON-METRO,3,2,66.67 ,3,2,66.67 ,3,2,66.67 
IRON,MICHIGAN,NON-METRO,3,2,66.67 ,3,2,66.67 ,3,2,66.67 
ISABELLA,MICHIGAN,"MOUNT PLEASANT, MI",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
JACKSON,MICHIGAN,"JACKSON, MI",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
KALAMAZOO,MICHIGAN,"KALAMAZOO-PORTAGE, MI",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
KALKASKA,MICHIGAN,"TRAVERSE CITY, MI",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
KENT,MICHIGAN,"GRAND RAPIDS-WYOMING, MI",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
KEWEENAW,MICHIGAN,"HOUGHTON, MI",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
LAKE,MICHIGAN,NON-METRO,3,2,66.67 ,3,2,66.67 ,3,2,66.67 
LAPEER,MICHIGAN,"DETROIT-WARREN-DEARBORN, MI",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
LEELANAU,MICHIGAN,"TRAVERSE CITY, MI",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
LENAWEE,MICHIGAN,"ADRIAN, MI",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
LIVINGSTON,MICHIGAN,"DETROIT-WARREN-DEARBORN, MI",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
LUCE,MICHIGAN,NON-METRO,3,2,66.67 ,3,2,66.67 ,3,2,66.67 
MACKINAC,MICHIGAN,NON-METRO,3,2,66.67 ,3,2,66.67 ,3,2,66.67 
MACOMB,MICHIGAN,"DETROIT-WARREN-DEARBORN, MI",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
MANISTEE,MICHIGAN,NON-METRO,3,2,66.67 ,3,2,66.67 ,3,2,66.67 
MARQUETTE,MICHIGAN,"MARQUETTE, MI",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
MASON,MICHIGAN,"LUDINGTON, MI",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
MECOSTA,MICHIGAN,"BIG RAPIDS, MI",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
MENOMINEE,MICHIGAN,"MARINETTE, WI-MI",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
MIDLAND,MICHIGAN,"MIDLAND, MI",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
MISSAUKEE,MICHIGAN,"CADILLAC, MI",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
MONROE,MICHIGAN,"MONROE, MI",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
MONTCALM,MICHIGAN,"GRAND RAPIDS-WYOMING, MI",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
MONTMORENCY,MICHIGAN,NON-METRO,3,2,66.67 ,3,2,66.67 ,3,2,66.67 
MUSKEGON,MICHIGAN,"MUSKEGON, MI",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
NEWAYGO,MICHIGAN,NON-METRO,3,2,66.67 ,3,2,66.67 ,3,2,66.67 
OAKLAND,MICHIGAN,"DETROIT-WARREN-DEARBORN, MI",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
OCEANA,MICHIGAN,NON-METRO,3,2,66.67 ,3,2,66.67 ,3,2,66.67 
OGEMAW,MICHIGAN,NON-METRO,3,2,66.67 ,3,2,66.67 ,3,2,66.67 
ONTONAGON,MICHIGAN,NON-METRO,3,2,66.67 ,3,2,66.67 ,3,2,66.67 
OSCEOLA,MICHIGAN,NON-METRO,3,2,66.67 ,3,2,66.67 ,3,2,66.67 
OSCODA,MICHIGAN,NON-METRO,3,2,66.67 ,3,2,66.67 ,3,2,66.67 
OTSEGO,MICHIGAN,NON-METRO,3,2,66.67 ,3,2,66.67 ,3,2,66.67 
OTTAWA,MICHIGAN,"GRAND RAPIDS-WYOMING, MI",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
PRESQUE ISLE,MICHIGAN,NON-METRO,3,2,66.67 ,3,2,66.67 ,3,2,66.67 
ROSCOMMON,MICHIGAN,NON-METRO,3,2,66.67 ,3,2,66.67 ,3,2,66.67 
SAGINAW,MICHIGAN,"SAGINAW, MI",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
ST. CLAIR,MICHIGAN,"DETROIT-WARREN-DEARBORN, MI",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
ST. JOSEPH,MICHIGAN,"STURGIS, MI",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
SANILAC,MICHIGAN,NON-METRO,3,2,66.67 ,3,2,66.67 ,3,2,66.67 
SCHOOLCRAFT,MICHIGAN,NON-METRO,3,2,66.67 ,3,2,66.67 ,3,2,66.67 
SHIAWASSEE,MICHIGAN,"OWOSSO, MI",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
TUSCOLA,MICHIGAN,NON-METRO,3,2,66.67 ,3,2,66.67 ,3,2,66.67 
VAN BUREN,MICHIGAN,"KALAMAZOO-PORTAGE, MI",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
WASHTENAW,MICHIGAN,"ANN ARBOR, MI",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
WAYNE,MICHIGAN,"DETROIT-WARREN-DEARBORN, MI",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
WEXFORD,MICHIGAN,"CADILLAC, MI",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
AITKIN,MINNESOTA,NON-METRO,3,2,66.67 ,3,2,66.67 ,3,2,66.67 
ANOKA,MINNESOTA,"MINNEAPOLIS-ST. PAUL-BLOOMINGTON, MN-WI",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
BECKER,MINNESOTA,NON-METRO,3,2,66.67 ,3,2,66.67 ,3,2,66.67 
BELTRAMI,MINNESOTA,"BEMIDJI, MN",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
BENTON,MINNESOTA,"ST. CLOUD, MN",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
BIG STONE,MINNESOTA,NON-METRO,3,2,66.67 ,3,2,66.67 ,3,2,66.67 
BLUE EARTH,MINNESOTA,"MANKATO-NORTH MANKATO, MN",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
BROWN,MINNESOTA,"NEW ULM, MN",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
CARLTON,MINNESOTA,"DULUTH, MN-WI",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
CARVER,MINNESOTA,"MINNEAPOLIS-ST. PAUL-BLOOMINGTON, MN-WI",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
CASS,MINNESOTA,"BRAINERD, MN",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
CHIPPEWA,MINNESOTA,NON-METRO,3,2,66.67 ,3,2,66.67 ,3,2,66.67 
CHISAGO,MINNESOTA,"MINNEAPOLIS-ST. PAUL-BLOOMINGTON, MN-WI",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
CLAY,MINNESOTA,"FARGO, ND-MN",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
CLEARWATER,MINNESOTA,NON-METRO,3,2,66.67 ,3,2,66.67 ,3,2,66.67 
COOK,MINNESOTA,NON-METRO,3,2,66.67 ,3,2,66.67 ,3,2,66.67 
COTTONWOOD,MINNESOTA,NON-METRO,3,2,66.67 ,3,2,66.67 ,3,2,66.67 
CROW WING,MINNESOTA,"BRAINERD, MN",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
DAKOTA,MINNESOTA,"MINNEAPOLIS-ST. PAUL-BLOOMINGTON, MN-WI",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
DODGE,MINNESOTA,"ROCHESTER, MN",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
DOUGLAS,MINNESOTA,"ALEXANDRIA, MN",3,2,66.67 ,3,2,66.67 ,3,2,66.67 
